OpportunityID,HighestStage,AccountName,StageName,ACV,CloseDate,Owner,Segment,Region,CreatedDate,LastActivityDate,DaysSinceActivity,ForecastCategory,IsWon,IsClosed,ARRType,CreatedQuarter,CloseQuarter,EnteredCurrentStage,DaysInCurrentStage
OPP-00403,Demo,Castor Analytics,Demo,182976,2026-06-08,Aria Stephens,Enterprise,East,2026-02-11,2026-06-09,9,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-02-28,110
OPP-00404,Commit,Paddle Analytics,Closed Won,25000,2024-09-04,Mia Torres,SMB,West,2024-07-12,2024-09-05,651,Closed,true,true,Renewal,Q3 2024,Q3 2024,2024-08-20,15
OPP-00405,Demo,Figment Cloud,Demo,249013,2026-02-04,Priya Kapoor,Enterprise,West,2025-11-20,2026-06-14,4,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-12-09,191
OPP-00406,Commit,Ramp Analytics,Closed Won,61681,2025-07-23,Ethan Brooks,Mid-Market,West,2025-06-05,2025-07-24,329,Closed,true,true,Expansion,Q2 2025,Q3 2025,2025-07-15,8
OPP-00407,Qualified,Blissfully Cloud,Qualified,7222,2026-02-11,Liam Chen,SMB,West,2026-01-06,2026-05-11,38,Best Case,false,false,Expansion,Q1 2026,Q1 2026,2026-01-13,156
OPP-00408,Commit,Airfocus Cloud,Closed Lost,185686,2025-07-14,Aria Stephens,Enterprise,East,2025-05-17,2025-07-16,337,Omit,false,true,Expansion,Q2 2025,Q3 2025,2025-06-28,16
OPP-00409,Qualified,Vitally CS,Qualified,21000,2026-08-25,Mia Torres,SMB,West,2026-07-20,2026-05-29,20,Best Case,false,false,Renewal,Q3 2026,Q3 2026,2026-07-28,0
OPP-00410,Qualified,Lusha Analytics,Qualified,35730,2026-07-21,Diego Fernandez,Mid-Market,East,2026-04-29,2026-06-13,5,Best Case,false,false,Expansion,Q2 2026,Q3 2026,2026-05-06,43
OPP-00411,Qualified,TaxJar Cloud,Closed Lost,30000,2025-10-30,Priya Kapoor,SMB,West,2025-10-17,2025-11-02,228,Omit,false,true,New,Q4 2025,Q4 2025,2025-10-26,4
OPP-00412,Commit,Endgame Platform,Closed Won,418000,2024-05-13,Priya Kapoor,Enterprise,West,2024-03-25,2024-05-16,763,Closed,true,true,Renewal,Q1 2024,Q2 2024,2024-04-28,15
OPP-00413,Qualified,ZoomInfo Data,Qualified,113000,2026-08-02,Diego Fernandez,Mid-Market,East,2026-06-01,2026-05-25,24,Best Case,false,false,Renewal,Q2 2026,Q3 2026,2026-06-13,5
OPP-00414,Qualified,Ramp Analytics,Qualified,143085,2026-04-25,Avery Singh,Enterprise,Central,2026-01-21,2026-05-20,29,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-01-31,138
OPP-00415,Commit,Apollo Cloud,Closed Won,97000,2025-11-08,Elena Okafor,Mid-Market,East,2025-09-04,2025-11-10,220,Closed,true,true,New,Q3 2025,Q4 2025,2025-10-20,19
OPP-00416,Qualified,Cobalt Security,Closed Lost,437000,2024-12-10,Marcus Webb,Enterprise,Central,2024-11-22,2024-12-12,553,Omit,false,true,New,Q4 2024,Q4 2024,2024-11-30,10
OPP-00417,Proposal,Apexon Digital,Proposal,381000,2026-03-29,Zara Mitchell,Enterprise,East,2025-12-14,2026-05-01,48,Best Case,false,false,Renewal,Q4 2025,Q1 2026,2026-01-15,154
OPP-00418,Commit,Monte Carlo Data,Closed Won,32000,2025-09-07,Elena Okafor,SMB,East,2025-07-13,2025-09-07,284,Closed,true,true,Renewal,Q3 2025,Q3 2025,2025-08-23,15
OPP-00419,Demo,Avalara Systems,Demo,26000,2026-08-12,Mia Torres,SMB,West,2026-07-01,2026-06-09,9,Best Case,false,false,Expansion,Q3 2026,Q3 2026,2026-07-21,0
OPP-00420,Prospect,Monte Carlo Data,Closed Lost,13000,2024-02-23,Avery Singh,SMB,Central,2024-02-15,2024-02-25,844,Omit,false,true,Churn,Q1 2024,Q1 2024,2024-02-15,8
OPP-00421,Proposal,Chorus Analytics,Proposal,38806,2026-07-25,Jordan Kelly,Mid-Market,Central,2026-04-22,2026-05-27,22,Best Case,false,false,Expansion,Q2 2026,Q3 2026,2026-05-17,32
OPP-00422,Demo,Freshdesk Systems,Demo,24000,2026-04-12,Zara Mitchell,SMB,East,2026-03-11,2026-06-17,1,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-03-23,87
OPP-00423,Commit,Chorus Analytics,Closed Won,170481,2025-03-23,Ethan Brooks,Enterprise,West,2025-02-05,2025-03-26,449,Closed,true,true,Expansion,Q1 2025,Q1 2025,2025-03-13,10
OPP-00424,Qualified,Figment Cloud,Qualified,168501,2026-07-22,Marcus Webb,Enterprise,Central,2026-02-18,2026-05-24,25,Best Case,false,false,Expansion,Q1 2026,Q3 2026,2026-03-01,109
OPP-00425,Qualified,Aha Software,Closed Lost,114000,2025-03-23,Aria Stephens,Mid-Market,East,2025-03-07,2025-03-25,450,Omit,false,true,New,Q1 2025,Q1 2025,2025-03-15,8
OPP-00426,Commit,Notion Labs,Commit,83000,2026-03-10,Aria Stephens,Mid-Market,East,2025-12-16,2026-06-04,14,Commit,false,false,Renewal,Q4 2025,Q1 2026,2026-01-29,140
OPP-00427,Demo,Airbyte Data,Demo,35349,2026-02-07,Noah Patel,Mid-Market,Central,2025-11-12,2026-06-03,15,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-11-30,200
OPP-00428,Commit,Mutiny Systems,Closed Lost,80000,2024-08-15,Jordan Kelly,Mid-Market,Central,2024-06-23,2024-08-18,669,Omit,false,true,New,Q2 2024,Q3 2024,2024-08-02,13
OPP-00429,Commit,Roadmunk Analytics,Closed Won,20754,2025-03-14,Sofia Ramirez,Mid-Market,West,2025-01-22,2025-03-16,459,Closed,true,true,Expansion,Q1 2025,Q1 2025,2025-03-03,11
OPP-00430,Commit,Roadmunk Analytics,Closed Won,90000,2024-02-01,Diego Fernandez,Mid-Market,East,2023-12-22,2024-02-02,867,Closed,true,true,Renewal,Q4 2023,Q1 2024,2024-01-22,10
OPP-00431,Commit,Chorus Analytics,Closed Won,9577,2024-10-20,Liam Chen,SMB,West,2024-09-07,2024-10-22,604,Closed,true,true,Expansion,Q3 2024,Q4 2024,2024-10-09,11
OPP-00432,Demo,Correlated SaaS,Demo,276008,2026-08-03,Marcus Webb,Enterprise,Central,2026-03-14,2026-06-05,13,Best Case,false,false,Expansion,Q1 2026,Q3 2026,2026-04-01,78
OPP-00433,Qualified,Salesloft Platform,Qualified,72000,2026-02-26,Elena Okafor,Mid-Market,East,2025-12-03,2026-06-15,3,Best Case,false,false,New,Q4 2025,Q1 2026,2025-12-09,191
OPP-00434,Proposal,Intercom Platform,Closed Lost,32114,2025-11-10,Sofia Ramirez,Mid-Market,West,2025-10-05,2025-11-11,219,Omit,false,true,Expansion,Q4 2025,Q4 2025,2025-10-29,12
OPP-00435,Demo,Vitally CS,Demo,229109,2026-01-13,Noah Patel,Enterprise,Central,2025-10-19,2026-06-13,5,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-11-05,225
OPP-00436,Commit,Grafana Ops,Closed Won,36939,2024-04-28,Sofia Ramirez,Mid-Market,West,2024-03-03,2024-04-28,781,Closed,true,true,Expansion,Q1 2024,Q2 2024,2024-04-14,14
OPP-00437,Commit,Orbit Platform,Closed Won,176000,2025-05-04,Ethan Brooks,Mid-Market,West,2025-03-13,2025-05-05,409,Closed,true,true,Renewal,Q1 2025,Q2 2025,2025-04-22,12
OPP-00438,Commit,Rippling Networks,Closed Won,26000,2025-10-30,Elena Okafor,SMB,East,2025-09-10,2025-11-01,229,Closed,true,true,New,Q3 2025,Q4 2025,2025-10-17,13
OPP-00439,Commit,Paddle Analytics,Commit,98000,2026-09-24,Caleb Nguyen,Mid-Market,East,2026-06-18,2026-06-07,11,Commit,false,false,Renewal,Q2 2026,Q3 2026,2026-07-26,0
OPP-00440,Demo,Apollo Cloud,Demo,51167,2026-09-09,Caleb Nguyen,Mid-Market,East,2026-07-01,2026-06-14,4,Best Case,false,false,Expansion,Q3 2026,Q3 2026,2026-07-21,0
OPP-00441,Commit,ClientSuccess Data,Closed Won,18000,2025-10-13,Liam Chen,SMB,West,2025-08-29,2025-10-16,245,Closed,true,true,Renewal,Q3 2025,Q4 2025,2025-10-03,10
OPP-00442,Prospect,Fivetran Systems,Prospect,37517,2026-08-04,Sofia Ramirez,Mid-Market,West,2026-05-15,2026-06-17,1,Omit,false,false,Expansion,Q2 2026,Q3 2026,2026-05-15,34
OPP-00443,Demo,Tidio Platform,Demo,153570,2026-09-23,Marcus Webb,Enterprise,Central,2026-05-23,2026-06-10,8,Best Case,false,false,Expansion,Q2 2026,Q3 2026,2026-06-03,15
OPP-00444,Commit,Chartmogul Analytics,Closed Won,17000,2024-07-20,Priya Kapoor,SMB,West,2024-05-25,2024-07-23,695,Closed,true,true,Renewal,Q2 2024,Q3 2024,2024-07-10,10
OPP-00445,Commit,GreatX Corp,Closed Won,87000,2025-05-20,Aria Stephens,Mid-Market,East,2025-04-12,2025-05-21,393,Closed,true,true,Expansion,Q2 2025,Q2 2025,2025-05-12,8
OPP-00446,Qualified,Bombora Systems,Closed Lost,86000,2024-04-17,Noah Patel,Mid-Market,Central,2024-03-28,2024-04-19,790,Omit,false,true,Churn,Q1 2024,Q2 2024,2024-04-07,10
OPP-00447,Prospect,Soda Analytics,Closed Lost,259000,2023-12-10,Marcus Webb,Enterprise,Central,2023-11-25,2023-12-13,918,Omit,false,true,Churn,Q4 2023,Q4 2023,2023-11-25,15
OPP-00448,Qualified,Ada Support,Closed Lost,171000,2025-03-15,Aria Stephens,Mid-Market,East,2025-03-04,2025-03-16,459,Omit,false,true,Churn,Q1 2025,Q1 2025,2025-03-09,6
OPP-00449,Demo,GreatX Corp,Demo,550000,2026-07-08,Caleb Nguyen,Enterprise,East,2026-02-11,2026-06-16,2,Best Case,false,false,Renewal,Q1 2026,Q3 2026,2026-02-23,115
OPP-00450,Commit,Bigeye Solutions,Closed Won,14541,2025-04-03,Mia Torres,SMB,West,2025-02-12,2025-04-03,441,Closed,true,true,Expansion,Q1 2025,Q2 2025,2025-03-24,10
OPP-00451,Commit,Salesloft Platform,Closed Won,90000,2024-06-07,Noah Patel,Mid-Market,Central,2024-04-16,2024-06-09,739,Closed,true,true,New,Q2 2024,Q2 2024,2024-05-25,13
OPP-00452,Commit,ChurnZero Analytics,Commit,25000,2026-09-01,Mia Torres,SMB,West,2026-07-30,2026-05-24,25,Commit,false,false,Renewal,Q3 2026,Q3 2026,2026-09-07,0
OPP-00453,Proposal,Baremetrics Cloud,Proposal,34163,2026-02-21,Sofia Ramirez,Mid-Market,West,2025-10-31,2026-06-14,4,Best Case,false,false,Expansion,Q4 2025,Q1 2026,2025-11-18,212
OPP-00454,Proposal,Runway Financial,Proposal,11232,2026-07-05,Mia Torres,SMB,West,2026-05-21,2026-05-31,18,Best Case,false,false,Expansion,Q2 2026,Q3 2026,2026-06-08,10
OPP-00455,Prospect,Airbyte Data,Prospect,138000,2026-06-23,Sofia Ramirez,Mid-Market,West,2026-04-02,2026-06-04,14,Omit,false,false,New,Q2 2026,Q2 2026,2026-04-02,77
OPP-00456,Commit,Aha Software,Commit,133000,2026-02-11,Diego Fernandez,Mid-Market,East,2025-11-01,2026-05-25,24,Commit,false,false,New,Q4 2025,Q1 2026,2025-12-08,192
OPP-00457,Commit,Tidio Platform,Commit,34568,2026-06-18,Caleb Nguyen,Mid-Market,East,2026-04-11,2026-06-16,2,Commit,false,false,Expansion,Q2 2026,Q2 2026,2026-05-27,22
OPP-00458,Proposal,Roadmunk Analytics,Proposal,20000,2026-09-04,Zara Mitchell,SMB,East,2026-07-25,2026-06-14,4,Best Case,false,false,New,Q3 2026,Q3 2026,2026-08-14,0
OPP-00459,Commit,Grafana Ops,Closed Won,323456,2025-11-27,Priya Kapoor,Enterprise,West,2025-10-01,2025-11-27,203,Closed,true,true,Expansion,Q4 2025,Q4 2025,2025-11-16,11
OPP-00460,Prospect,Intercom Platform,Closed Lost,91000,2025-08-30,Aria Stephens,Mid-Market,East,2025-08-16,2025-08-31,291,Omit,false,true,Churn,Q3 2025,Q3 2025,2025-08-16,14
OPP-00461,Proposal,Avalara Systems,Proposal,347000,2026-06-24,Zara Mitchell,Enterprise,East,2026-01-26,2026-06-17,1,Best Case,false,false,New,Q1 2026,Q2 2026,2026-02-20,118
OPP-00462,Proposal,Synder Platform,Proposal,341000,2026-09-16,Zara Mitchell,Enterprise,East,2026-05-08,2026-06-13,5,Best Case,false,false,Renewal,Q2 2026,Q3 2026,2026-05-25,24
OPP-00463,Prospect,Synder Platform,Prospect,30605,2026-04-15,Ethan Brooks,Mid-Market,West,2026-02-21,2026-05-13,36,Omit,false,false,Expansion,Q1 2026,Q2 2026,2026-02-21,117
OPP-00464,Demo,Kustomer Analytics,Closed Lost,8610,2024-02-25,Liam Chen,SMB,West,2024-01-31,2024-02-28,841,Omit,false,true,Expansion,Q1 2024,Q1 2024,2024-02-19,6
OPP-00465,Prospect,Cognism Platform,Prospect,85000,2026-05-03,Caleb Nguyen,Mid-Market,East,2026-01-20,2026-06-17,1,Omit,false,false,New,Q1 2026,Q2 2026,2026-01-20,149
OPP-00466,Commit,Torii Platform,Closed Won,103000,2024-05-28,Aria Stephens,Mid-Market,East,2024-04-15,2024-05-30,749,Closed,true,true,New,Q2 2024,Q2 2024,2024-05-20,8
OPP-00467,Commit,Gong Revenue,Closed Won,87000,2024-07-13,Caleb Nguyen,Mid-Market,East,2024-05-20,2024-07-16,702,Closed,true,true,New,Q2 2024,Q3 2024,2024-06-25,18
OPP-00468,Commit,Chorus Analytics,Closed Won,5315,2025-05-26,Sofia Ramirez,SMB,West,2025-04-07,2025-05-28,386,Closed,true,true,Expansion,Q2 2025,Q2 2025,2025-05-16,10
OPP-00469,Prospect,Retool Software,Closed Lost,270000,2025-03-27,Noah Patel,Enterprise,Central,2025-03-17,2025-03-27,448,Omit,false,true,New,Q1 2025,Q1 2025,2025-03-17,10
OPP-00470,Commit,Planhat Systems,Closed Won,18355,2025-06-15,Mia Torres,SMB,West,2025-04-28,2025-06-17,366,Closed,true,true,Expansion,Q2 2025,Q2 2025,2025-06-05,10
OPP-00471,Proposal,Roadmunk Analytics,Closed Lost,425000,2024-06-04,Noah Patel,Enterprise,Central,2024-04-23,2024-06-06,742,Omit,false,true,New,Q2 2024,Q2 2024,2024-05-19,16
OPP-00472,Qualified,Pocus Systems,Qualified,14358,2026-05-17,Liam Chen,SMB,West,2026-04-14,2026-06-05,13,Best Case,false,false,Expansion,Q2 2026,Q2 2026,2026-04-26,53
OPP-00473,Qualified,Bombora Systems,Qualified,94000,2026-05-03,Mia Torres,Mid-Market,West,2026-03-07,2026-06-12,6,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-03-16,94
OPP-00474,Prospect,Zuora Platform,Prospect,10808,2026-09-05,Mia Torres,SMB,West,2026-07-30,2026-05-29,20,Omit,false,false,Expansion,Q3 2026,Q3 2026,2026-07-30,0
OPP-00475,Prospect,Salesloft Platform,Closed Lost,135000,2024-06-19,Priya Kapoor,Mid-Market,West,2024-06-07,2024-06-22,726,Omit,false,true,New,Q2 2024,Q2 2024,2024-06-07,12
OPP-00476,Commit,Brex Platform,Commit,128000,2026-02-26,Jordan Kelly,Mid-Market,Central,2025-12-05,2026-06-17,1,Commit,false,false,Renewal,Q4 2025,Q1 2026,2026-01-13,156
OPP-00477,Demo,Apollo Cloud,Demo,245967,2026-06-20,Noah Patel,Enterprise,Central,2026-02-12,2026-04-26,53,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-03-08,102
OPP-00478,Demo,Mutiny Systems,Demo,523000,2026-09-03,Priya Kapoor,Enterprise,West,2026-05-02,2026-05-07,42,Best Case,false,false,New,Q2 2026,Q3 2026,2026-05-20,29
OPP-00479,Demo,Anomalo Systems,Closed Lost,39649,2024-06-13,Liam Chen,Mid-Market,West,2024-05-10,2024-06-14,734,Omit,false,true,Expansion,Q2 2024,Q2 2024,2024-06-05,8
OPP-00480,Commit,Chisel Analytics,Closed Won,133000,2025-10-22,Zara Mitchell,Mid-Market,East,2025-09-04,2025-10-25,236,Closed,true,true,New,Q3 2025,Q4 2025,2025-10-09,13
OPP-00481,Proposal,Gainsight Cloud,Proposal,152000,2026-06-15,Jordan Kelly,Mid-Market,Central,2026-03-22,2026-06-05,13,Best Case,false,false,New,Q1 2026,Q2 2026,2026-04-16,63
OPP-00482,Prospect,Gong Revenue,Closed Lost,126000,2024-01-22,Diego Fernandez,Mid-Market,East,2024-01-11,2024-01-22,878,Omit,false,true,Churn,Q1 2024,Q1 2024,2024-01-11,11
OPP-00483,Commit,Freshdesk Systems,Closed Won,89000,2024-01-04,Diego Fernandez,Mid-Market,East,2023-11-20,2024-01-07,893,Closed,true,true,Renewal,Q4 2023,Q1 2024,2023-12-27,8
OPP-00484,Commit,Chargebee Cloud,Closed Won,118000,2025-05-20,Jordan Kelly,Mid-Market,Central,2025-03-27,2025-05-23,391,Closed,true,true,New,Q1 2025,Q2 2025,2025-05-02,18
OPP-00485,Commit,Front Systems,Closed Won,19000,2025-11-10,Avery Singh,SMB,Central,2025-09-19,2025-11-12,218,Closed,true,true,Renewal,Q3 2025,Q4 2025,2025-10-26,15
OPP-00486,Proposal,Kinetica Labs,Proposal,607000,2026-02-03,Noah Patel,Enterprise,Central,2025-09-24,2026-06-15,3,Best Case,false,false,Renewal,Q3 2025,Q1 2026,2025-10-15,246
OPP-00487,Prospect,Roadmunk Analytics,Prospect,51775,2026-08-01,Marcus Webb,Mid-Market,Central,2026-05-05,2026-06-09,9,Omit,false,false,Expansion,Q2 2026,Q3 2026,2026-05-05,44
OPP-00488,Proposal,Front Systems,Proposal,197422,2026-05-26,Priya Kapoor,Enterprise,West,2026-01-04,2026-04-28,51,Best Case,false,false,Expansion,Q1 2026,Q2 2026,2026-01-25,144
OPP-00489,Proposal,ClientSuccess Data,Proposal,73000,2026-02-07,Caleb Nguyen,Mid-Market,East,2025-11-03,2026-05-31,18,Best Case,false,false,Renewal,Q4 2025,Q1 2026,2025-11-22,208
OPP-00490,Prospect,ZoomInfo Data,Prospect,337120,2026-04-04,Zara Mitchell,Enterprise,East,2025-11-03,2026-06-15,3,Omit,false,false,Expansion,Q4 2025,Q2 2026,2025-11-03,227
OPP-00491,Commit,Tidio Platform,Closed Won,107054,2025-04-18,Priya Kapoor,Enterprise,West,2025-03-09,2025-04-21,423,Closed,true,true,Expansion,Q1 2025,Q2 2025,2025-04-14,4
OPP-00492,Qualified,Torii Platform,Qualified,80587,2026-07-01,Ethan Brooks,Mid-Market,West,2026-04-27,2026-05-09,40,Best Case,false,false,Expansion,Q2 2026,Q3 2026,2026-05-01,48
OPP-00493,Proposal,Blissfully Cloud,Proposal,621000,2026-01-24,Ethan Brooks,Enterprise,West,2025-10-20,2026-05-07,42,Best Case,false,false,New,Q4 2025,Q1 2026,2025-11-18,212
OPP-00494,Commit,Monte Carlo Data,Closed Won,102000,2024-11-30,Caleb Nguyen,Mid-Market,East,2024-10-07,2024-11-30,565,Closed,true,true,Renewal,Q4 2024,Q4 2024,2024-11-15,15
OPP-00495,Demo,Fivetran Systems,Demo,80000,2026-05-02,Diego Fernandez,Mid-Market,East,2026-02-20,2026-05-14,35,Best Case,false,false,Renewal,Q1 2026,Q2 2026,2026-03-13,97
OPP-00496,Prospect,TaxJar Cloud,Closed Lost,653000,2024-11-15,Caleb Nguyen,Enterprise,East,2024-11-09,2024-11-15,580,Omit,false,true,Churn,Q4 2024,Q4 2024,2024-11-09,6
OPP-00497,Proposal,Chisel Analytics,Proposal,458000,2026-05-05,Diego Fernandez,Enterprise,East,2025-12-19,2026-05-08,41,Best Case,false,false,Renewal,Q4 2025,Q2 2026,2026-01-07,162
OPP-00498,Prospect,Helix Data,Prospect,11006,2026-06-29,Liam Chen,SMB,West,2026-05-15,2026-06-09,9,Omit,false,false,Expansion,Q2 2026,Q2 2026,2026-05-15,34
OPP-00499,Qualified,Temporal Cloud,Qualified,38000,2026-07-21,Mia Torres,SMB,West,2026-06-19,2026-05-30,19,Best Case,false,false,New,Q2 2026,Q3 2026,2026-06-26,0
OPP-00500,Commit,Apollo Cloud,Closed Won,8035,2024-10-14,Noah Patel,SMB,Central,2024-08-28,2024-10-14,612,Closed,true,true,Expansion,Q3 2024,Q4 2024,2024-10-02,12
